34.514 34.431 34.581 34.132 33.084 32.928 33.666 33.908 33.654 33.807 34.366 34.346 33.748 33.835 34.608 34.823 34.482 34.483 34.827 34.838 34.518 34.517 34.836 34.779 34.345 34.346 34.782 35.000 35.000 34.640 33.920 33.557 33.551 32.707 31.025 31.388 33.796 34.793 34.378 33.816 33.107 33.091 33.767 34.189 34.357 34.069 33.324 33.298 33.992 33.843 32.852 32.732 33.485 34.146 34.715 34.880 34.641 34.183 33.506 33.360 33.748 34.206 34.735 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000
34.514 34.516 34.837 34.367 33.106 33.107 34.368 34.631 33.896 33.895 34.630 34.610 33.836 33.829 34.590 34.976 34.990 34.844 34.540 34.539 34.844 34.892 34.685 34.684 34.891 34.863 34.601 34.602 34.867 35.000 34.999 34.787 34.363 33.331 31.691 31.754 33.520 34.552 34.850 34.221 32.663 32.663 34.221 34.813 34.440 33.928 33.277 33.277 33.928 33.779 32.831 32.732 33.485 33.990 34.245 34.530 34.843 34.542 33.625 33.360 33.748 34.048 34.262 34.441 34.586 34.744 34.915 34.982 34.948 34.948 34.983 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000
34.837 34.836 34.942 34.731 34.202 34.203 34.734 34.877 34.631 34.631 34.876 34.870 34.611 34.589 34.806 34.935 34.977 34.539 33.621 33.620 34.536 34.683 34.061 34.058 34.677 34.592 33.803 33.806 34.602 34.999 34.998 34.363 33.094 32.751 33.332 33.519 33.312 33.656 34.551 34.160 32.484 32.484 34.161 34.440 33.321 33.150 33.928 33.928 33.150 33.101 33.779 34.244 34.495 34.245 33.495 33.590 34.530 34.847 34.542 34.453 34.583 34.262 33.492 33.324 33.759 34.233 34.744 34.947 34.843 34.843 34.948 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000
34.295 34.294 34.762 34.934 34.812 34.813 34.937 34.999 34.999 34.821 34.464 34.464 34.820 34.977 34.935 34.827 34.654 34.215 33.513 33.620 34.537 34.683 34.057 34.055 34.676 34.592 33.803 33.806 34.602 34.999 34.998 34.363 33.094 33.095 34.364 34.244 32.734 32.684 34.096 34.200 32.996 32.869 33.819 33.911 33.145 33.129 33.863 33.863 33.129 33.128 33.860 34.420 34.807 34.530 33.590 33.408 33.983 34.304 34.371 34.553 34.851 34.527 33.580 33.324 33.759 34.063 34.235 34.417 34.609 34.668 34.592 34.666 34.889 35.000 35.000 34.988 34.965 34.965 34.988 35.000 35.000 35.000 35.000 34.973
32.890 32.890 34.295 34.977 34.937 34.937 34.979 35.000 35.000 34.464 33.394 33.394 34.464 34.992 34.978 34.654 34.019 33.873 34.216 34.540 34.846 34.891 34.675 34.674 34.888 34.864 34.601 34.602 34.867 35.000 34.999 34.787 34.363 34.363 34.788 33.928 31.785 31.637 33.485 34.339 34.199 33.818 33.194 33.225 33.911 33.863 33.081 33.081 33.863 33.860 33.073 33.260 34.420 34.843 34.530 33.983 33.203 32.913 33.113 33.660 34.553 34.842 34.527 34.441 34.586 34.235 33.388 33.391 34.247 34.422 33.916 33.997 34.666 35.000 35.000 34.965 34.896 34.896 34.965 35.000 35.000 35.000 35.000 34.920
32.889 32.888 34.291 34.994 34.998 34.863 34.590 34.590 34.863 34.349 33.048 33.048 34.349 35.000 35.000 34.675 34.026 34.026 34.675 35.000 35.000 34.996 34.988 34.988 34.996 35.000 35.000 35.000 35.000 34.906 34.717 34.716 34.904 34.998 34.999 34.078 32.233 31.930 33.170 34.092 34.696 34.189 32.571 32.406 33.694 33.926 33.102 33.066 33.817 33.815 33.058 33.055 33.805 34.199 34.237 33.896 33.174 32.913 33.113 33.478 34.009 34.296 34.339 34.520 34.840 34.491 33.473 33.409 34.299 34.474 33.933 33.823 34.141 34.351 34.451 34.591 34.771 34.767 34.579 34.614 34.871 34.880 34.639 34.560
34.294 34.291 34.750 34.985 34.995 34.590 33.771 33.771 34.590 34.476 33.427 33.427 34.476 35.000 35.000 34.892 34.675 34.675 34.892 35.000 35.000 34.999 34.996 34.996 34.998 35.000 35.000 35.000 35.000 34.717 34.152 34.151 34.716 34.999 35.000 34.693 34.078 33.563 33.150 33.457 34.485 33.983 31.949 31.453 32.493 33.317 33.926 33.817 32.991 32.991 33.815 33.805 32.961 32.597 32.712 33.145 33.896 34.304 34.371 34.009 33.218 32.887 33.016 33.561 34.520 34.830 34.491 34.469 34.765 34.823 34.644 34.141 33.316 33.053 33.355 33.867 34.591 34.579 33.831 33.843 34.614 34.639 33.918 33.892
34.998 34.994 34.985 34.866 34.638 34.233 33.652 33.771 34.590 34.654 33.963 33.963 34.654 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 34.931 34.793 34.761 34.834 34.903 34.968 35.000 35.000 34.717 34.152 34.152 34.717 34.999 34.998 34.998 34.999 34.158 32.475 32.338 33.748 33.749 32.342 31.982 32.669 33.510 34.503 34.395 33.184 32.965 33.738 33.729 32.936 32.597 32.712 33.113 33.799 34.165 34.211 33.882 33.175 32.887 33.016 33.381 33.981 34.461 34.820 34.834 34.501 34.501 34.834 34.476 33.427 33.054 33.355 33.879 34.625 34.613 33.843 33.676 34.112 34.137 33.751 33.918
34.999 34.998 34.995 34.638 33.927 33.792 34.233 34.590 34.863 34.885 34.654 34.654 34.885 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 34.793 34.379 34.282 34.502 34.709 34.903 35.000 35.000 34.905 34.717 34.717 34.906 34.998 34.995 34.994 34.998 33.715 31.145 30.735 32.484 33.489 33.749 33.994 34.223 34.503 34.834 34.798 34.395 33.738 32.830 32.826 33.729 34.199 34.237 33.799 32.882 32.494 32.634 33.097 33.882 34.296 34.339 33.981 33.224 33.384 34.461 34.502 33.506 33.506 34.502 34.825 34.476 34.351 34.452 34.626 34.875 34.871 34.614 34.112 33.363 33.372 34.137 34.639
34.876 35.000 35.000 34.643 33.928 33.928 34.643 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 34.654 33.961 32.380 29.909 29.142 30.078 31.646 33.847 34.960 34.987 35.000 35.000 35.000 35.000 34.998 34.994 34.787 34.376 33.248 31.403 30.902 31.747 32.877 34.292 34.808 34.425 34.178 34.066 34.076 34.208 33.799 32.850 32.797 33.640 34.047 34.017 33.608 32.819 32.494 32.634 33.045 33.726 34.039 33.986 33.681 33.123 33.135 33.714 33.755 33.258 33.305 33.899 34.397 34.799 34.796 34.387 34.233 34.333 34.538 34.846 34.497 33.492 33.492 34.497 34.858
34.627 35.000 35.000 34.881 34.643 34.643 34.881 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 33.961 31.883 27.691 21.384 19.341 21.562 25.715 31.800 34.881 34.960 35.000 35.000 35.000 35.000 34.999 34.997 34.376 33.135 32.759 33.249 32.841 31.538 31.914 33.971 34.425 33.276 32.534 32.199 32.229 32.625 33.148 33.799 33.640 32.669 32.140 32.052 32.541 33.608 34.165 34.211 33.726 32.707 32.118 31.958 32.479 33.681 33.714 32.579 32.593 33.755 33.899 33.025 33.190 34.397 34.387 33.162 32.699 33.000 33.613 34.538 34.832 34.497 34.497 34.832 34.575
34.627 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 34.795 34.384 33.896 33.330 32.736 32.113 29.847 25.937 20.524 13.608 11.676 14.729 20.660 29.469 34.155 34.718 35.000 35.000 35.000 35.000 34.865 34.595 33.974 33.001 32.844 33.503 33.116 31.681 31.871 33.685 34.119 33.174 32.534 32.199 32.229 32.625 33.180 33.897 33.737 32.702 31.873 31.252 31.956 33.985 34.731 34.193 33.492 32.629 32.118 31.958 32.382 33.391 33.425 32.483 32.482 33.422 33.566 32.914 32.968 33.729 33.720 32.939 32.699 33.000 33.436 34.007 34.469 34.823 34.830 34.490 34.065
34.876 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 35.000 34.384 33.152 31.687 29.990 28.207 26.339 22.311 16.124 10.881 6.582 6.148 9.578 16.481 26.856 32.782 34.261 35.000 35.000 35.000 35.000 34.596 33.789 33.581 33.974 33.503 32.166 31.725 32.178 32.748 33.434 33.891 34.119 34.178 34.065 34.075 34.208 33.897 33.142 33.089 33.737 33.247 31.617 31.852 33.951 34.193 32.578 32.344 33.492 34.039 33.986 33.391 32.256 32.267 33.425 33.422 32.259 32.307 33.566 33.729 32.797 32.793 33.720 34.233 34.333 34.007 33.253 33.407 34.469 34.490 33.470 33.329
